MEDIUM_MEDIENINHABER,medium,RECHTSTRÄGER,LEERMELDUNG,QUARTAL,bekanntgabe_description,year,BEKANNTGABE,id,EURO
BTV Vöcklabruck,BTV Vöcklabruck,Land Oberösterreich,0,20123,Werbeaufträge und Medienkooperationen,2012,2,732,19620.0
Verein Freies Radio Salzkammergut,Verein Freies Radio Salzkammergut,Land Oberösterreich,0,20123,Förderungen,2012,4,733,55367.0
Freier Rundfunk Freistadt GmbH,Freier Rundfunk Freistadt GmbH,Land Oberösterreich,0,20123,Förderungen,2012,4,734,51367.0
Freier Rundfunk OÖ. GmbH,Freier Rundfunk OÖ GmbH,Land Oberösterreich,0,20123,Förderungen,2012,4,735,94744.0
Bezirksblätter Salzburg (inkl Stadtblatt),Bezirksblätter,Land Salzburg,0,20123,Werbeaufträge und Medienkooperationen,2012,2,736,14495.7
Salzburger Nachrichten,Salzburger Nachrichten,Land Salzburg,0,20123,Werbeaufträge und Medienkooperationen,2012,2,737,7262.53
Österreichischer Rundfunk - ORF,ORF,Land Salzburg,0,20123,Werbeaufträge und Medienkooperationen,2012,2,738,31752.5
FS 1 Community TV Salzburg Gemeinnützige BetriebsgesmbH,FS 1 Community TV Salzburg Gemeinnützige BetriebsgesmbH,Land Salzburg,0,20123,Förderungen,2012,4,739,10000.0
JOURNAL GRAZ,JOURNAL GRAZ,Land Steiermark,0,20123,Werbeaufträge und Medienkooperationen,2012,2,740,5800.0
der Grazer,Grazer,Land Steiermark,0,20123,Werbeaufträge und Medienkooperationen,2012,2,741,6120.0
Weekend Magazin Steiermark,Weekend Magazin,Land Steiermark,0,20123,Werbeaufträge und Medienkooperationen,2012,2,742,6881.0
Wirtschaftsnachrichten Süd,Wirtschaftsnachrichten Süd,Land Steiermark,0,20123,Werbeaufträge und Medienkooperationen,2012,2,743,17165.4
Grazetta,Grazetta,Land Steiermark,0,20123,Werbeaufträge und Medienkooperationen,2012,2,744,11220.25
Die Woche,Ganze Woche,Land Steiermark,0,20123,Werbeaufträge und Medienkooperationen,2012,2,745,7779.7
Fazit,Fazit,Land Steiermark,0,20123,Werbeaufträge und Medienkooperationen,2012,2,746,9180.0
Krone-Verlag GmbH & Co KG,Krone,Land Steiermark,0,20123,Förderungen,2012,4,747,150000.0
tiroltv,Tirol TV,Land Tirol,0,20123,Werbeaufträge und Medienkooperationen,2012,2,748,15000.0
Tiroler Krone,Krone,Land Tirol,0,20123,Werbeaufträge und Medienkooperationen,2012,2,749,14873.1
ORF Tirol Fernsehen,ORF,Land Tirol,0,20123,Werbeaufträge und Medienkooperationen,2012,2,750,15000.0
ORF,ORF,Land Tirol,0,20123,Förderungen,2012,4,751,70000.0
Vorarlberg Online medienhaus.com,Vorarlberg Online,Land Vorarlberg,0,20123,Werbeaufträge und Medienkooperationen,2012,2,752,5012.0
Vorarlberger Nachrichten,Vorarlberger Nachrichten,Land Vorarlberg,0,20123,Werbeaufträge und Medienkooperationen,2012,2,753,30526.54
ORF Vorarlberg Fernsehen,ORF,Land Vorarlberg,0,20123,Werbeaufträge und Medienkooperationen,2012,2,754,14862.71
ORF Vorarlberg Radio,ORF,Land Vorarlberg,0,20123,Werbeaufträge und Medienkooperationen,2012,2,755,9617.0
Zeitungs- und Verlagsgesellschaft m.b.H. (NEUE),Neue,Land Vorarlberg,0,20123,Förderungen,2012,4,756,8000.0
KULTUR - Zeitschrift für Kultur und Gesellschaft,KULTUR - Zeitschrift für Kultur und Gesellschaft,Land Vorarlberg,0,20123,Förderungen,2012,4,757,23325.0
Der Landarbeiter,Der Landarbeiter,Landarbeiterkammer Tirol,0,20123,Werbeaufträge und Medienkooperationen,2012,2,758,6550.0
"ORF Landesstudio Service GmbH & CoKG, Niederlassung Kärnten",ORF,Landeskrankenanstalten-Betriebsgesellschaft - KABEG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,759,8000.0
Kurier,Kurier,Landestheater Niederösterreich Betriebs GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,760,5522.73
Woman,Woman,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,761,7891.82
"google (AT, DE)",Google,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,762,11125.89
Gesünder Leben,Gesünder Leben,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,763,6651.0
"Falstaff (AT, DE, Online)",Falstaff,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,764,15221.8
"Krone (NÖ, Wien, bunt)",Krone,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,765,34735.84
La Tavola (CH),La Tavola (CH),Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,766,10000.0
OÖN,OÖNachrichten,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,767,9421.97
Air Berlin Magazin,Air Berlin Magazin,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,768,9750.0
A la Carte,A la Carte,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,769,39280.0
Kleine Zeitung,Kleine Zeitung,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,770,10263.67
TV-Media,TV-media,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,771,7285.77
Österreich,Österreich,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,772,21062.04
Schau TV,Schau TV,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,773,18750.0
Sonnenklar TV,Sonnenklar TV,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,774,32175.0
Süddeutsche Zeitung,Süddeutsche Zeitung,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,775,31189.05
Tipi,Tipi,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,776,9950.0
Tips (OÖ/NÖ),Tips,Landesverband Burgenland Tourismus,0,20123,Werbeaufträge und Medienkooperationen,2012,2,777,5800.0
Bezirksblätter Salzburg GmbH,Bezirksblätter,Landeszahnärztekammer für Salzburg,0,20123,Werbeaufträge und Medienkooperationen,2012,2,778,6300.0
Sonderbeilage NÖN Agrarextra,Niederösterreichische Nachrichten,Landwirtschaftskammer Niederösterreich,0,20123,Werbeaufträge und Medienkooperationen,2012,2,779,15000.0
NÖN Landesteil,Niederösterreichische Nachrichten,Landwirtschaftskammer Niederösterreich,0,20123,Werbeaufträge und Medienkooperationen,2012,2,780,9192.75
Neues Land Mediengesellschaft mbH,Neues Land Mediengesellschaft mbH,Landwirtschaftskammer Steiermark,0,20123,Werbeaufträge und Medienkooperationen,2012,2,781,6848.49
Druck Styria GmbH & Co KG,Druck Styria GmbH & Co KG,Landwirtschaftskammer Steiermark,0,20123,Werbeaufträge und Medienkooperationen,2012,2,782,27586.47
Vorarlberger Medienhaus,Vorarlberger Medienhaus,Landwirtschaftskammer Vorarlberg,0,20123,Werbeaufträge und Medienkooperationen,2012,2,783,15238.22
ORF Vorarlberg,ORF,Landwirtschaftskammer Vorarlberg,0,20123,Werbeaufträge und Medienkooperationen,2012,2,784,5400.0
Österreichischer Rundfunk - ORF,ORF,Leopold Museum-Privatstiftung,0,20123,Werbeaufträge und Medienkooperationen,2012,2,785,15273.73
Lebendiges Linz,Lebendiges Linz,"LINZ AG für Energie, Telekommunikation, Verkehr und Kommunale Dienste",0,20123,Werbeaufträge und Medienkooperationen,2012,2,786,14863.41
Life Radio,Life Radio,"LINZ AG für Energie, Telekommunikation, Verkehr und Kommunale Dienste",0,20123,Werbeaufträge und Medienkooperationen,2012,2,787,13886.1
OÖWirtschaft,OÖ Wirtschaft,"LINZ STROM GmbH für Energieerzeugung, -handel, -dienstleistung und Telekommunikation",0,20123,Werbeaufträge und Medienkooperationen,2012,2,788,8281.14
Computerwelt,Computerwelt,"LINZ STROM GmbH für Energieerzeugung, -handel, -dienstleistung und Telekommunikation",0,20123,Werbeaufträge und Medienkooperationen,2012,2,789,8443.04
OÖNachrichten,OÖNachrichten,"LINZ STROM GmbH für Energieerzeugung, -handel, -dienstleistung und Telekommunikation",0,20123,Werbeaufträge und Medienkooperationen,2012,2,790,25682.48
OÖ Wirtschaft,OÖ Wirtschaft,Linz-Energieservice GmbH-LES,0,20123,Werbeaufträge und Medienkooperationen,2012,2,791,5915.1
OÖNachrichten,OÖNachrichten,Linzer Veranstaltungsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,792,28106.52
Life Radio,Life Radio,LIWEST Kabelmedien GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,793,10000.0
Die Presse,Die Presse,MAK - Österreichisches Museum für angewandte Kunst,0,20123,Werbeaufträge und Medienkooperationen,2012,2,794,18900.0
Kurier,Kurier,Marchfeldschlösser Revitalisierungs- und Betriebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,795,13000.0
Die Presse,Die Presse,Marchfeldschlösser Revitalisierungs- und Betriebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,796,9040.75
Infoscreen,Infoscreen,Marchfeldschlösser Revitalisierungs- und Betriebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,797,17296.1
Die Presse,Die Presse,MCI Management Center Innsbruck Internationale Hochschule GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,798,13358.39
Der Standard,Der Standard,MCI Management Center Innsbruck Internationale Hochschule GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,799,7903.0
Die Presse,Die Presse,Medizinische Universität Wien,0,20123,Werbeaufträge und Medienkooperationen,2012,2,800,21273.21
Kronen Zeitung,Krone,Messe Congress Graz Betriebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,801,20839.89
Weekend Magazin,Weekend Magazin,Messe Congress Graz Betriebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,802,6326.78
Grazer Woche,Grazer Woche,Messe Congress Graz Betriebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,803,10500.0
Antenne Steiermark,Antenne Steiermark,Messe Congress Graz Betriebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,804,9000.0
Wirtschaftsnachrichten österreichweit,Wirtschaftsnachrichten Süd,Messe Congress Graz Betriebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,805,6279.0
Steirer Monat,Steirer Monat Zeitungs GmbH,Messe Congress Graz Betriebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,806,5250.0
Radio Steiermark,Radio Steiermark,Messe Congress Graz Betriebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,807,8670.15
Kleine Zeitung,Kleine Zeitung,Messe Congress Graz Betriebsgesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,808,44577.83
OÖNachrichten,OÖNachrichten,Messe Ried GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,809,14516.0
Kronen Zeitung,Krone,MESSE Tulln GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,810,9242.0
Kurier,Kurier,MESSE Tulln GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,811,17111.0
Heute,Heute,MESSE Tulln GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,812,7062.0
Hitradio Ö3,ORF,MESSE Tulln GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,813,28835.0
Krone bunt,Krone,MESSE Tulln GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,814,6654.0
ORF Wien,ORF,MESSE Tulln GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,815,7000.0
ORF Niederösterreich,ORF,MESSE Tulln GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,816,6671.0
Radio Wien,Radio Wien,MESSE Tulln GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,817,9916.0
Österreich,Österreich,MESSE Tulln GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,818,10850.0
Radio Niederösterreich,Radio Niederösterreich,MESSE Tulln GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,819,8868.0
ORF ENTERPRISE GMBH & CO KG,ORF,Messe Wels GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,820,70575.78
MEDIAPRINT,Mediaprint Tirol Panorama,Messe Wels GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,821,47471.04
SPV PRINTMEDIEN GMBH,Spv Printmedien GMBH,Messe Wels GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,822,14510.0
SEVENONE MEDIA AUSTRIA GMBH,Sevenone Media Austria GMBH,Messe Wels GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,823,8211.0
RMA MEDIA SERVICE/BEZIRKSRUNDSCHAU,RMA Bezirksrundschau,Messe Wels GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,824,8210.0
TIPS TOTAL REGIONAL,Tips total regional.,Messe Wels GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,825,7981.13
LANDWIRT AGRARMEDIEN GMBH,LANDWIRT AGRARMEDIEN GMBH,Messe Wels GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,826,7630.0
PROMOBIL MOTOR PRESSE,PROMOBIL MOTOR PRESSE,Messe Wels GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,827,5967.0
AGRO-WERBUNG,AGRO-WERBUNG,Messe Wels GmbH & Co KG,0,20123,Werbeaufträge und Medienkooperationen,2012,2,828,24332.92
Die Salzburgerin,Die Salzburgerin,Messezentrum Salzburg GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,829,9842.85
Kronen Zeitung,Krone,Messezentrum Salzburg GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,830,7826.0
Salzburger Nachrichten,Salzburger Nachrichten,Messezentrum Salzburg GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,831,15335.31
Antenne Salzburg,Antenne Salzburg,Messezentrum Salzburg GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,832,5115.0
Salzburger Fenster,Salzburger Fenster,Messezentrum Salzburg GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,833,8431.0
Kleine Zeitung,Kleine Zeitung,Montanuniversität Leoben,0,20123,Werbeaufträge und Medienkooperationen,2012,2,834,7808.41
WirtschaftsBlatt,Wirtschaftsblatt,Montanuniversität Leoben,0,20123,Werbeaufträge und Medienkooperationen,2012,2,835,11210.41
Die Presse,Die Presse,Montanuniversität Leoben,0,20123,Werbeaufträge und Medienkooperationen,2012,2,836,83447.0
Schulkalender,Schulkalender,Montanuniversität Leoben,0,20123,Werbeaufträge und Medienkooperationen,2012,2,837,9576.0
inwien,inwien,MOZARTHAUS VIENNA Errichtungs- und Betriebs GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,838,5040.0
"KLEINE ZEITUNG / STEIERMARK, Anzeigen & Marketing / Kleine Zeitung GmbH & Co KG",Kleine Zeitung,Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,839,8607.13
"KLEINE ZEITUNG / KÄRNTEN, Anzeigen & Marketing / Kleine Zeitung GmbH & Co KG",Kleine Zeitung,Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,840,9724.0
"SN / STAMMAUSGABE, Salzburger Nachrichten / Verlagsges.m.b.H. & Co.KG",Salzburger Nachrichten,Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,841,15077.16
ORF-Jahreszeiten Patronanzen,ORF,Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,842,10240.0
Amazon.de,Amazon,Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,843,8705.22
mamma media / ebay.at,Ebay.at,Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,844,7469.38
www.orf.at/Österreichischer Rundfunk,ORF,Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,845,5530.52
"SN / SALZBUR PUR, Salzburger Nachrichten / Verlagsges.m.b.H. & Co.KG",Salzburger Nachrichten,Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,846,6032.02
"RMA WOCHE KÄRNTEN / GESAMTAUSG, RMA Media Services GmbH","RMA WOCHE KÄRNTEN / GESAMTAUSG, RMA Media Services GmbH",Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,847,6998.1
"KURIER / GESAMT, Mediaprint Zeitungs- und / Zeitschriftenverlag",Kurier,Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,848,10032.55
"KRONE BUNT, Mediaprint Zeitungs- und / Zeitschriftenverlag",Krone,Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,849,25791.72
"ELTERN, Gruner + Jahr / Verlagsgesellschaft m.b.H.",Gruner + Jahr / Verlagsgesellschaft m.b.H.,Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,850,15820.2
"GANZE WOCHE, Die ganze WOCHE GmbH / Anzeigenabteilung",Ganze Woche,Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,851,7080.5
Google Abrufdienst,Google,Münze Österreich Aktiengesellschaft,0,20123,Werbeaufträge und Medienkooperationen,2012,2,852,14066.8
Infoscreen Austria,Infoscreen,Museen der Stadt Wien,0,20123,Werbeaufträge und Medienkooperationen,2012,2,853,8333.34
Der Standard,Der Standard,Museum Moderner Kunst Stiftung Ludwig Wien (MUMOK),0,20123,Werbeaufträge und Medienkooperationen,2012,2,854,5056.32
profil,Profil,Museum Moderner Kunst Stiftung Ludwig Wien (MUMOK),0,20123,Werbeaufträge und Medienkooperationen,2012,2,855,5250.0
be inside guide Koop,be inside guide Koop,MuseumsQuartier Errichtungs- und BetriebsgesmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,856,5687.5
derStandard.at,Der Standard,MuseumsQuartier Errichtungs- und BetriebsgesmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,857,42875.64
profil,Profil,MuseumsQuartier Errichtungs- und BetriebsgesmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,858,12902.0
Falter,Falter,MuseumsQuartier Errichtungs- und BetriebsgesmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,859,11770.9
WIEN COM,Wien Com,MuseumsQuartier Errichtungs- und BetriebsgesmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,860,24889.21
Der Standard,Der Standard,MuseumsQuartier Errichtungs- und BetriebsgesmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,861,12382.5
Regional Medien Austria,Regional Medien Austria,Nationalpark Oberösterreichische Kalkalpen Gesellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,862,53000.0
Universum Magazin,Universum Magazin,Naturhistorisches Museum,0,20123,Werbeaufträge und Medienkooperationen,2012,2,863,6400.0
Tiroler Tageszeitung,Tiroler Tageszeitung,NEUE HEIMAT TIROL Gemeinnützige WohnungsGmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,864,17191.54
Kleine Zeitung,Kleine Zeitung,Next Liberty Jugendtheater GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,865,8866.0
bz - Wiener Bezirkszeitung,Wiener Bezirkszeitung,Niederösterreich-Card GmbH,0,20123,Werbeaufträge und Medienkooperationen,2012,2,866,6000.0
Gesund + Leben in Niederösterreich,Gesund + Leben in Niederösterreich,Niederösterreichische Gebietskrankenkasse,0,20123,Werbeaufträge und Medienkooperationen,2012,2,867,13000.0
Kurier,Kurier,Niederösterreichische Gebietskrankenkasse,0,20123,Werbeaufträge und Medienkooperationen,2012,2,868,17280.0
NÖN,Niederösterreichische Nachrichten,Niederösterreichische Gebietskrankenkasse,0,20123,Werbeaufträge und Medienkooperationen,2012,2,869,19439.41
Bezirksblätter Niederösterreich,Bezirksblätter,Niederösterreichische Gebietskrankenkasse,0,20123,Werbeaufträge und Medienkooperationen,2012,2,870,9588.8
Der Standard,Der Standard,Niederösterreichische Kulturszene Betriebsge- sellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,871,16400.0
Kurier,Kurier,Niederösterreichische Kulturszene Betriebsge- sellschaft m.b.H.,0,20123,Werbeaufträge und Medienkooperationen,2012,2,872,27400.0
